"Date Time","WaterFlow_Pipe2"
2015-12-06 10:00:00,37.9552546592208
2015-12-06 11:00:00,39.7804703570729
2015-12-06 12:00:00,41.6682557879242
2015-12-06 13:00:00,42.3726580720085
2015-12-06 14:00:00,41.8223634864156
2015-12-06 15:00:00,40.7594220581468
2015-12-06 16:00:00,39.8257891586039
2015-12-06 17:00:00,39.3103600793352
2015-12-06 18:00:00,39.4196563212437
2015-12-06 19:00:00,40.1992346057946
2015-12-06 20:00:00,41.1541822988273
2015-12-06 21:00:00,41.4733743419333
2015-12-06 22:00:00,40.9452958537905
2015-12-06 23:00:00,40.3514319272288
2015-12-07,40.685857240507
2015-12-07 01:00:00,41.4625910722517
2015-12-07 02:00:00,41.7044301138735
2015-12-07 03:00:00,40.829237060261
2015-12-07 04:00:00,39.5255111198645
2015-12-07 05:00:00,38.7865688118514
2015-12-07 06:00:00,38.5607536690397
2015-12-07 07:00:00,37.915323297654
2015-12-07 08:00:00,36.5160611130678
2015-12-07 09:00:00,35.3608574283772
2015-12-07 10:00:00,35.6872311094605
2015-12-07 11:00:00,37.441860163373
2015-12-07 12:00:00,39.2621715035177
2015-12-07 13:00:00,39.9031558872148
2015-12-07 14:00:00,39.2944682541922
2015-12-07 15:00:00,38.1791391818964
2015-12-07 16:00:00,37.2001028843495
2015-12-07 17:00:00,36.6472179124299
2015-12-07 18:00:00,36.7279394704914
2015-12-07 19:00:00,37.4887145437796
2015-12-07 20:00:00,38.4354637129627
2015-12-07 21:00:00,38.7578249346967
2015-12-07 22:00:00,38.2449636300529
2015-12-07 23:00:00,37.6789507790697
2015-12-08,37.9226464611075
2015-12-08 01:00:00,38.7538266376314
2015-12-08 02:00:00,39.0638355728373
2015-12-08 03:00:00,38.270648847195
2015-12-08 04:00:00,37.0627430745661
2015-12-08 05:00:00,36.4332728349517
2015-12-08 06:00:00,36.3302781685842
2015-12-08 07:00:00,35.8205711318492
2015-12-08 08:00:00,34.5693487622866
2015-12-08 09:00:00,33.573777136015
2015-12-08 10:00:00,34.070517716043
2015-12-08 11:00:00,36.0052643211109
2015-12-08 12:00:00,38.0143409001372
2015-12-08 13:00:00,38.851526028653
2015-12-08 14:00:00,38.4451642565231
2015-12-08 15:00:00,37.536889904978
2015-12-08 16:00:00,36.7681686043769
2015-12-08 17:00:00,36.427332579321
2015-12-08 18:00:00,36.7202684310588
2015-12-08 19:00:00,37.6918284343341
2015-12-08 20:00:00,38.8463290379764
2015-12-08 21:00:00,39.3718116534914
2015-12-08 22:00:00,39.0558698734906
2015-12-08 23:00:00,38.6790446155008
2015-12-09,39.1027244276848
2015-12-09 01:00:00,40.103288552227
2015-12-09 02:00:00,40.5707749455143
2015-12-09 03:00:00,39.9219580209013
2015-12-09 04:00:00,38.8442320450163
2015-12-09 05:00:00,38.3298005314557
2015-12-09 06:00:00,38.3258948231849
2015-12-09 07:00:00,37.8986702254384
2015-12-09 08:00:00,36.7128269150857
2015-12-09 09:00:00,35.7652002074704
2015-12-09 10:00:00,36.2922912971916
2015-12-09 11:00:00,38.2398067416899
2015-12-09 12:00:00,40.2442568342141
2015-12-09 13:00:00,41.0597787665605
2015-12-09 14:00:00,40.6152447179396
2015-12-09 15:00:00,39.6529804978716
2015-12-09 16:00:00,38.815300086958
2015-12-09 17:00:00,38.3915321566697
2015-12-09 18:00:00,38.5886974136343
2015-12-09 19:00:00,39.4529079012203
2015-12-09 20:00:00,40.4898520820394
2015-12-09 21:00:00,40.8890409369232
2015-12-09 22:00:00,40.4396193888977
2015-12-09 23:00:00,39.9237447275421
2015-12-10,40.2044694613938
2015-12-10 01:00:00,41.0598663940038
2015-12-10 02:00:00,41.3816783290247
2015-12-10 03:00:00,40.5883773805493
2015-12-10 04:00:00,39.3690300312349
2015-12-10 05:00:00,38.717468492777
2015-12-10 06:00:00,38.5824917669457
2015-12-10 07:00:00,38.031744969866
2015-12-10 08:00:00,36.7313243377726
2015-12-10 09:00:00,35.6793526766804
2015-12-10 10:00:00,36.1134965408656
2015-12-10 11:00:00,37.9804935624159
2015-12-10 12:00:00,39.9177402149085
2015-12-10 13:00:00,40.6801060296163
2015-12-10 14:00:00,40.1970344987791
2015-12-10 15:00:00,39.2112563708635
2015-12-10 16:00:00,38.3653207368903
